時間,設備,值
2024-10-26 11:53:49,SA-23/TEMPERATURE,28.92
2024-10-26 11:53:53,SA-23/TEMPERATURE,28.45
2024-10-26 11:53:57,SA-23/TEMPERATURE,28.92
2024-10-26 11:53:59,SA-23/TEMPERATURE,28.45
2024-10-26 11:54:01,SA-23/TEMPERATURE,28.92
2024-10-26 11:54:05,SA-23/TEMPERATURE,28.45
2024-10-26 11:54:09,SA-23/TEMPERATURE,28.92
2024-10-26 11:54:13,SA-23/TEMPERATURE,28.45
2024-10-26 11:54:15,SA-23/TEMPERATURE,28.92
2024-10-26 11:54:31,SA-23/TEMPERATURE,28.45
2024-10-26 11:54:33,SA-23/TEMPERATURE,28.92
2024-10-26 11:55:02,SA-23/TEMPERATURE,28.45
2024-10-26 11:55:04,SA-23/TEMPERATURE,28.92
2024-10-26 11:55:26,SA-23/LINE_LEVEL,0
2024-10-26 11:55:30,SA-23/LINE_LEVEL,1
2024-10-26 11:55:38,SA-23/TEMPERATURE,28.45
2024-10-26 11:55:38,SA-23/LINE_LEVEL,0
2024-10-26 11:55:40,SA-23/LINE_LEVEL,1
2024-10-26 11:55:46,SA-23/TEMPERATURE,28.92
2024-10-26 11:56:14,SA-23/TEMPERATURE,28.45
2024-10-26 11:56:18,SA-23/TEMPERATURE,28.92
2024-10-26 11:56:26,SA-23/TEMPERATURE,28.45
2024-10-26 11:56:28,SA-23/TEMPERATURE,28.92
2024-10-26 11:56:34,SA-23/TEMPERATURE,28.45
2024-10-26 11:56:36,SA-23/TEMPERATURE,28.92
2024-10-26 11:57:56,SA-23/TEMPERATURE,28.45
2024-10-26 11:57:58,SA-23/TEMPERATURE,28.92
2024-10-26 11:58:02,SA-23/TEMPERATURE,28.45
2024-10-26 11:58:04,SA-23/TEMPERATURE,28.92
2024-10-26 11:58:06,SA-23/TEMPERATURE,28.45
2024-10-26 11:58:08,SA-23/TEMPERATURE,28.92
2024-10-26 11:58:40,SA-23/TEMPERATURE,28.45
2024-10-26 11:58:42,SA-23/TEMPERATURE,28.92
2024-10-26 11:58:56,SA-23/TEMPERATURE,28.45
2024-10-26 11:58:58,SA-23/TEMPERATURE,28.92
2024-10-26 11:59:04,SA-23/TEMPERATURE,28.45
2024-10-26 11:59:06,SA-23/TEMPERATURE,28.92
2024-10-26 11:59:12,SA-23/TEMPERATURE,28.45
2024-10-26 11:59:14,SA-23/TEMPERATURE,28.92
2024-10-26 11:59:20,SA-23/TEMPERATURE,28.45
2024-10-26 11:59:22,SA-23/TEMPERATURE,28.92
2024-10-26 11:59:24,SA-23/TEMPERATURE,28.45
2024-10-26 11:59:28,SA-23/TEMPERATURE,28.92
2024-10-26 11:59:30,SA-23/TEMPERATURE,28.45
2024-10-26 11:59:32,SA-23/TEMPERATURE,28.92
2024-10-26 11:59:34,SA-23/TEMPERATURE,28.45
2024-10-26 11:59:36,SA-23/TEMPERATURE,28.92
2024-10-26 11:59:41,SA-23/TEMPERATURE,28.45
2024-10-26 11:59:42,SA-23/TEMPERATURE,28.92
2024-10-26 12:01:02,SA-23/TEMPERATURE,28.45
2024-10-26 12:01:04,SA-23/TEMPERATURE,28.92
2024-10-26 12:02:26,SA-23/TEMPERATURE,29.39
2024-10-26 12:02:28,SA-23/TEMPERATURE,28.92
2024-10-26 12:03:50,SA-23/TEMPERATURE,28.45
2024-10-26 12:03:52,SA-23/TEMPERATURE,28.92
2024-10-26 12:04:14,SA-23/TEMPERATURE,28.45
2024-10-26 12:04:16,SA-23/TEMPERATURE,28.92
2024-10-26 12:04:24,SA-23/TEMPERATURE,28.45
2024-10-26 12:04:28,SA-23/TEMPERATURE,28.92
2024-10-26 12:04:32,SA-23/TEMPERATURE,28.45
2024-10-26 12:04:35,SA-23/TEMPERATURE,28.92
2024-10-26 12:04:36,SA-23/TEMPERATURE,28.45
2024-10-26 12:04:41,SA-23/TEMPERATURE,28.92
2024-10-26 12:05:02,SA-23/TEMPERATURE,28.45
2024-10-26 12:05:04,SA-23/TEMPERATURE,28.92
2024-10-26 12:05:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:05:18,SA-23/TEMPERATURE,28.92
2024-10-26 12:05:22,SA-23/TEMPERATURE,28.45
2024-10-26 12:05:24,SA-23/TEMPERATURE,28.92
2024-10-26 12:05:32,SA-23/TEMPERATURE,28.45
2024-10-26 12:05:34,SA-23/TEMPERATURE,28.92
2024-10-26 12:05:53,SA-23/TEMPERATURE,28.45
2024-10-26 12:05:56,SA-23/TEMPERATURE,28.92
2024-10-26 12:07:02,SA-23/TEMPERATURE,28.45
2024-10-26 12:07:04,SA-23/TEMPERATURE,28.92
2024-10-26 12:07:23,SA-23/TEMPERATURE,28.45
2024-10-26 12:07:26,SA-23/TEMPERATURE,28.92
2024-10-26 12:07:30,SA-23/TEMPERATURE,28.45
2024-10-26 12:07:32,SA-23/TEMPERATURE,28.92
2024-10-26 12:07:36,SA-23/TEMPERATURE,28.45
2024-10-26 12:07:38,SA-23/TEMPERATURE,28.92
2024-10-26 12:07:40,SA-23/TEMPERATURE,28.45
2024-10-26 12:07:47,SA-23/TEMPERATURE,28.92
2024-10-26 12:07:52,SA-23/TEMPERATURE,28.45
2024-10-26 12:07:54,SA-23/TEMPERATURE,28.92
2024-10-26 12:07:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:07:58,SA-23/TEMPERATURE,28.92
2024-10-26 12:08:04,SA-23/TEMPERATURE,28.45
2024-10-26 12:08:06,SA-23/TEMPERATURE,28.92
2024-10-26 12:08:22,SA-23/TEMPERATURE,28.45
2024-10-26 12:08:24,SA-23/TEMPERATURE,28.92
2024-10-26 12:08:44,SA-23/TEMPERATURE,28.45
2024-10-26 12:08:46,SA-23/TEMPERATURE,28.92
2024-10-26 12:08:50,SA-23/TEMPERATURE,28.45
2024-10-26 12:08:52,SA-23/TEMPERATURE,28.92
2024-10-26 12:09:06,SA-23/TEMPERATURE,28.45
2024-10-26 12:09:08,SA-23/TEMPERATURE,28.92
2024-10-26 12:09:10,SA-23/TEMPERATURE,28.45
2024-10-26 12:09:14,SA-23/TEMPERATURE,28.92
2024-10-26 12:09:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:09:18,SA-23/TEMPERATURE,28.92
2024-10-26 12:09:20,SA-23/TEMPERATURE,28.45
2024-10-26 12:09:26,SA-23/TEMPERATURE,28.92
2024-10-26 12:09:28,SA-23/TEMPERATURE,28.45
2024-10-26 12:09:30,SA-23/TEMPERATURE,28.92
2024-10-26 12:09:38,SA-23/TEMPERATURE,28.45
2024-10-26 12:09:40,SA-23/TEMPERATURE,28.92
2024-10-26 12:09:42,SA-23/TEMPERATURE,28.45
2024-10-26 12:09:46,SA-23/TEMPERATURE,28.92
2024-10-26 12:09:48,SA-23/TEMPERATURE,28.45
2024-10-26 12:09:58,SA-23/TEMPERATURE,28.92
2024-10-26 12:10:04,SA-23/TEMPERATURE,28.45
2024-10-26 12:10:08,SA-23/TEMPERATURE,28.92
2024-10-26 12:10:10,SA-23/TEMPERATURE,28.45
2024-10-26 12:10:12,SA-23/TEMPERATURE,28.92
2024-10-26 12:10:18,SA-23/TEMPERATURE,28.45
2024-10-26 12:10:20,SA-23/TEMPERATURE,28.92
2024-10-26 12:10:24,SA-23/TEMPERATURE,28.45
2024-10-26 12:10:33,SA-23/TEMPERATURE,28.92
2024-10-26 12:10:34,SA-23/TEMPERATURE,28.45
2024-10-26 12:10:38,SA-23/TEMPERATURE,28.92
2024-10-26 12:10:44,SA-23/TEMPERATURE,28.45
2024-10-26 12:10:46,SA-23/TEMPERATURE,28.92
2024-10-26 12:10:50,SA-23/TEMPERATURE,28.45
2024-10-26 12:10:52,SA-23/TEMPERATURE,28.92
2024-10-26 12:11:02,SA-23/TEMPERATURE,28.45
2024-10-26 12:11:04,SA-23/TEMPERATURE,28.92
2024-10-26 12:11:06,SA-23/TEMPERATURE,28.45
2024-10-26 12:11:08,SA-23/TEMPERATURE,28.92
2024-10-26 12:11:10,SA-23/TEMPERATURE,28.45
2024-10-26 12:11:54,SA-23/TEMPERATURE,28.92
2024-10-26 12:11:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:12:28,SA-23/TEMPERATURE,28.92
2024-10-26 12:12:30,SA-23/TEMPERATURE,28.45
2024-10-26 12:12:32,SA-23/TEMPERATURE,27.98
2024-10-26 12:12:34,SA-23/TEMPERATURE,28.45
2024-10-26 12:13:02,SA-23/TEMPERATURE,28.92
2024-10-26 12:13:04,SA-23/TEMPERATURE,28.45
2024-10-26 12:13:32,SA-23/TEMPERATURE,28.92
2024-10-26 12:13:34,SA-23/TEMPERATURE,28.45
2024-10-26 12:16:34,SA-23/TEMPERATURE,27.98
2024-10-26 12:16:36,SA-23/TEMPERATURE,28.45
2024-10-26 12:17:24,SA-23/TEMPERATURE,27.98
2024-10-26 12:17:26,SA-23/TEMPERATURE,28.45
2024-10-26 12:18:47,SA-23/TEMPERATURE,28.92
2024-10-26 12:18:48,SA-23/TEMPERATURE,28.45
2024-10-26 12:18:58,SA-23/TEMPERATURE,28.92
2024-10-26 12:19:00,SA-23/TEMPERATURE,28.45
2024-10-26 12:19:56,SA-23/TEMPERATURE,27.98
2024-10-26 12:19:58,SA-23/TEMPERATURE,28.45
2024-10-26 12:20:06,SA-23/TEMPERATURE,27.98
2024-10-26 12:20:08,SA-23/TEMPERATURE,28.45
2024-10-26 12:20:24,SA-23/TEMPERATURE,27.98
2024-10-26 12:20:26,SA-23/TEMPERATURE,28.45
2024-10-26 12:20:30,SA-23/TEMPERATURE,27.98
2024-10-26 12:20:32,SA-23/TEMPERATURE,28.45
2024-10-26 12:20:40,SA-23/TEMPERATURE,27.98
2024-10-26 12:20:42,SA-23/TEMPERATURE,28.45
2024-10-26 12:21:50,SA-23/TEMPERATURE,27.98
2024-10-26 12:21:52,SA-23/TEMPERATURE,28.45
2024-10-26 12:22:12,SA-23/TEMPERATURE,27.98
2024-10-26 12:22:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:22:24,SA-23/TEMPERATURE,27.98
2024-10-26 12:22:28,SA-23/TEMPERATURE,28.45
2024-10-26 12:22:30,SA-23/TEMPERATURE,27.98
2024-10-26 12:22:32,SA-23/TEMPERATURE,28.45
2024-10-26 12:22:44,SA-23/TEMPERATURE,27.98
2024-10-26 12:22:46,SA-23/TEMPERATURE,28.45
2024-10-26 12:22:50,SA-23/TEMPERATURE,27.98
2024-10-26 12:23:00,SA-23/TEMPERATURE,28.45
2024-10-26 12:23:06,SA-23/TEMPERATURE,27.98
2024-10-26 12:23:08,SA-23/TEMPERATURE,28.45
2024-10-26 12:23:10,SA-23/TEMPERATURE,27.98
2024-10-26 12:23:12,SA-23/TEMPERATURE,28.45
2024-10-26 12:23:16,SA-23/TEMPERATURE,27.98
2024-10-26 12:23:18,SA-23/TEMPERATURE,28.45
2024-10-26 12:23:20,SA-23/TEMPERATURE,27.98
2024-10-26 12:23:22,SA-23/TEMPERATURE,28.45
2024-10-26 12:23:24,SA-23/TEMPERATURE,27.98
2024-10-26 12:23:26,SA-23/TEMPERATURE,28.45
2024-10-26 12:23:28,SA-23/TEMPERATURE,27.98
2024-10-26 12:23:30,SA-23/TEMPERATURE,28.45
2024-10-26 12:23:34,SA-23/TEMPERATURE,27.98
2024-10-26 12:23:40,SA-23/TEMPERATURE,28.45
2024-10-26 12:23:44,SA-23/TEMPERATURE,27.98
2024-10-26 12:23:52,SA-23/TEMPERATURE,28.45
2024-10-26 12:23:54,SA-23/TEMPERATURE,27.98
2024-10-26 12:23:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:23:58,SA-23/TEMPERATURE,27.98
2024-10-26 12:24:04,SA-23/TEMPERATURE,28.45
2024-10-26 12:24:06,SA-23/TEMPERATURE,27.98
2024-10-26 12:24:08,SA-23/TEMPERATURE,28.45
2024-10-26 12:24:10,SA-23/TEMPERATURE,27.98
2024-10-26 12:24:12,SA-23/TEMPERATURE,28.45
2024-10-26 12:24:22,SA-23/TEMPERATURE,27.98
2024-10-26 12:24:24,SA-23/TEMPERATURE,28.45
2024-10-26 12:24:44,SA-23/TEMPERATURE,27.98
2024-10-26 12:24:46,SA-23/TEMPERATURE,28.45
2024-10-26 12:24:48,SA-23/TEMPERATURE,27.98
2024-10-26 12:24:52,SA-23/TEMPERATURE,28.45
2024-10-26 12:24:54,SA-23/TEMPERATURE,27.98
2024-10-26 12:24:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:25:02,SA-23/TEMPERATURE,27.98
2024-10-26 12:25:04,SA-23/TEMPERATURE,28.45
2024-10-26 12:25:06,SA-23/TEMPERATURE,27.98
2024-10-26 12:25:08,SA-23/TEMPERATURE,28.45
2024-10-26 12:25:14,SA-23/TEMPERATURE,27.98
2024-10-26 12:25:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:25:20,SA-23/TEMPERATURE,27.98
2024-10-26 12:25:30,SA-23/TEMPERATURE,28.45
2024-10-26 12:25:36,SA-23/TEMPERATURE,27.98
2024-10-26 12:25:42,SA-23/TEMPERATURE,28.45
2024-10-26 12:25:44,SA-23/TEMPERATURE,27.98
2024-10-26 12:25:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:25:58,SA-23/TEMPERATURE,27.98
2024-10-26 12:26:04,SA-23/TEMPERATURE,28.45
2024-10-26 12:26:06,SA-23/TEMPERATURE,27.98
2024-10-26 12:26:08,SA-23/TEMPERATURE,28.45
2024-10-26 12:26:12,SA-23/TEMPERATURE,27.98
2024-10-26 12:26:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:26:18,SA-23/TEMPERATURE,27.98
2024-10-26 12:26:20,SA-23/TEMPERATURE,28.45
2024-10-26 12:26:22,SA-23/TEMPERATURE,27.98
2024-10-26 12:26:24,SA-23/TEMPERATURE,28.45
2024-10-26 12:26:26,SA-23/TEMPERATURE,27.98
2024-10-26 12:26:34,SA-23/TEMPERATURE,28.45
2024-10-26 12:26:36,SA-23/TEMPERATURE,27.98
2024-10-26 12:26:38,SA-23/TEMPERATURE,28.45
2024-10-26 12:26:40,SA-23/TEMPERATURE,27.98
2024-10-26 12:26:42,SA-23/TEMPERATURE,28.45
2024-10-26 12:26:44,SA-23/TEMPERATURE,27.98
2024-10-26 12:26:46,SA-23/TEMPERATURE,28.45
2024-10-26 12:26:50,SA-23/TEMPERATURE,27.98
2024-10-26 12:26:54,SA-23/TEMPERATURE,28.45
2024-10-26 12:26:56,SA-23/TEMPERATURE,27.98
2024-10-26 12:27:00,SA-23/TEMPERATURE,28.45
2024-10-26 12:27:02,SA-23/TEMPERATURE,27.98
2024-10-26 12:27:04,SA-23/TEMPERATURE,28.45
2024-10-26 12:27:10,SA-23/TEMPERATURE,27.98
2024-10-26 12:27:14,SA-23/TEMPERATURE,28.45
2024-10-26 12:27:20,SA-23/TEMPERATURE,27.98
2024-10-26 12:27:24,SA-23/TEMPERATURE,28.45
2024-10-26 12:27:26,SA-23/TEMPERATURE,27.98
2024-10-26 12:27:28,SA-23/TEMPERATURE,28.45
2024-10-26 12:27:30,SA-23/TEMPERATURE,27.98
2024-10-26 12:27:32,SA-23/TEMPERATURE,28.45
2024-10-26 12:27:34,SA-23/TEMPERATURE,27.98
2024-10-26 12:27:40,SA-23/TEMPERATURE,28.45
2024-10-26 12:27:42,SA-23/TEMPERATURE,27.98
2024-10-26 12:27:50,SA-23/TEMPERATURE,28.45
2024-10-26 12:27:52,SA-23/TEMPERATURE,27.98
2024-10-26 12:27:54,SA-23/TEMPERATURE,28.45
2024-10-26 12:28:00,SA-23/TEMPERATURE,27.98
2024-10-26 12:28:12,SA-23/TEMPERATURE,28.45
2024-10-26 12:28:18,SA-23/TEMPERATURE,27.98
2024-10-26 12:28:22,SA-23/TEMPERATURE,28.45
2024-10-26 12:28:30,SA-23/TEMPERATURE,27.98
2024-10-26 12:28:32,SA-23/TEMPERATURE,28.45
2024-10-26 12:28:34,SA-23/TEMPERATURE,27.98
2024-10-26 12:28:38,SA-23/TEMPERATURE,28.45
2024-10-26 12:28:42,SA-23/TEMPERATURE,27.98
2024-10-26 12:28:44,SA-23/TEMPERATURE,28.45
2024-10-26 12:28:54,SA-23/TEMPERATURE,27.98
2024-10-26 12:28:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:29:10,SA-23/TEMPERATURE,27.98
2024-10-26 12:29:12,SA-23/TEMPERATURE,28.45
2024-10-26 12:29:26,SA-23/TEMPERATURE,27.98
2024-10-26 12:29:28,SA-23/TEMPERATURE,28.45
2024-10-26 12:29:34,SA-23/TEMPERATURE,27.98
2024-10-26 12:29:36,SA-23/TEMPERATURE,28.45
2024-10-26 12:29:50,SA-23/TEMPERATURE,27.98
2024-10-26 12:29:52,SA-23/TEMPERATURE,28.45
2024-10-26 12:29:54,SA-23/TEMPERATURE,27.98
2024-10-26 12:29:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:30:00,SA-23/TEMPERATURE,27.98
2024-10-26 12:30:04,SA-23/TEMPERATURE,28.45
2024-10-26 12:30:08,SA-23/TEMPERATURE,27.98
2024-10-26 12:30:10,SA-23/TEMPERATURE,28.45
2024-10-26 12:30:14,SA-23/TEMPERATURE,27.98
2024-10-26 12:30:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:30:30,SA-23/TEMPERATURE,27.98
2024-10-26 12:30:34,SA-23/TEMPERATURE,28.45
2024-10-26 12:30:37,SA-23/TEMPERATURE,27.98
2024-10-26 12:30:38,SA-23/TEMPERATURE,28.45
2024-10-26 12:30:40,SA-23/TEMPERATURE,27.98
2024-10-26 12:30:42,SA-23/TEMPERATURE,28.45
2024-10-26 12:30:44,SA-23/TEMPERATURE,27.98
2024-10-26 12:30:46,SA-23/TEMPERATURE,28.45
2024-10-26 12:30:54,SA-23/TEMPERATURE,27.98
2024-10-26 12:31:14,SA-23/TEMPERATURE,28.45
2024-10-26 12:31:14,SA-23/TEMPERATURE,27.98
2024-10-26 12:31:22,SA-23/TEMPERATURE,28.45
2024-10-26 12:31:24,SA-23/TEMPERATURE,27.98
2024-10-26 12:31:26,SA-23/TEMPERATURE,28.45
2024-10-26 12:31:28,SA-23/TEMPERATURE,27.98
2024-10-26 12:31:30,SA-23/TEMPERATURE,28.45
2024-10-26 12:31:32,SA-23/TEMPERATURE,27.98
2024-10-26 12:31:34,SA-23/TEMPERATURE,28.45
2024-10-26 12:31:38,SA-23/TEMPERATURE,27.98
2024-10-26 12:31:44,SA-23/TEMPERATURE,28.45
2024-10-26 12:31:46,SA-23/TEMPERATURE,27.98
2024-10-26 12:31:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:31:58,SA-23/TEMPERATURE,27.98
2024-10-26 12:32:00,SA-23/TEMPERATURE,28.45
2024-10-26 12:32:02,SA-23/TEMPERATURE,27.98
2024-10-26 12:32:10,SA-23/TEMPERATURE,28.45
2024-10-26 12:32:12,SA-23/TEMPERATURE,27.98
2024-10-26 12:32:14,SA-23/TEMPERATURE,28.45
2024-10-26 12:32:16,SA-23/TEMPERATURE,27.98
2024-10-26 12:32:42,SA-23/TEMPERATURE,28.45
2024-10-26 12:32:46,SA-23/TEMPERATURE,27.98
2024-10-26 12:33:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:33:58,SA-23/TEMPERATURE,27.98
2024-10-26 12:34:04,SA-23/TEMPERATURE,28.45
2024-10-26 12:34:06,SA-23/TEMPERATURE,27.98
2024-10-26 12:34:52,SA-23/TEMPERATURE,28.45
2024-10-26 12:34:54,SA-23/TEMPERATURE,27.98
2024-10-26 12:35:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:35:58,SA-23/TEMPERATURE,27.98
2024-10-26 12:38:36,SA-23/TEMPERATURE,28.45
2024-10-26 12:38:38,SA-23/TEMPERATURE,27.98
2024-10-26 12:39:01,SA-23/TEMPERATURE,28.45
2024-10-26 12:39:06,SA-23/TEMPERATURE,27.98
2024-10-26 12:39:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:39:16,SA-23/TEMPERATURE,27.98
2024-10-26 12:39:22,SA-23/TEMPERATURE,28.45
2024-10-26 12:39:24,SA-23/TEMPERATURE,27.98
2024-10-26 12:39:30,SA-23/TEMPERATURE,28.45
2024-10-26 12:39:34,SA-23/TEMPERATURE,27.98
2024-10-26 12:39:42,SA-23/TEMPERATURE,28.45
2024-10-26 12:39:44,SA-23/TEMPERATURE,27.98
2024-10-26 12:39:46,SA-23/TEMPERATURE,28.45
2024-10-26 12:39:48,SA-23/TEMPERATURE,27.98
2024-10-26 12:39:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:40:02,SA-23/TEMPERATURE,27.98
2024-10-26 12:40:06,SA-23/TEMPERATURE,28.45
