時間,設備,值
2024-10-26 12:40:08,SA-23/TEMPERATURE,27.98
2024-10-26 12:40:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:40:18,SA-23/TEMPERATURE,27.98
2024-10-26 12:40:28,SA-23/TEMPERATURE,28.45
2024-10-26 12:40:30,SA-23/TEMPERATURE,27.98
2024-10-26 12:40:38,SA-23/TEMPERATURE,28.45
2024-10-26 12:40:42,SA-23/TEMPERATURE,27.98
2024-10-26 12:40:44,SA-23/TEMPERATURE,28.45
2024-10-26 12:40:46,SA-23/TEMPERATURE,27.98
2024-10-26 12:40:48,SA-23/TEMPERATURE,28.45
2024-10-26 12:40:52,SA-23/TEMPERATURE,27.98
2024-10-26 12:40:55,SA-23/TEMPERATURE,28.45
2024-10-26 12:40:59,SA-23/TEMPERATURE,27.98
2024-10-26 12:41:00,SA-23/TEMPERATURE,28.45
2024-10-26 12:41:02,SA-23/TEMPERATURE,27.98
2024-10-26 12:41:24,SA-23/TEMPERATURE,28.45
2024-10-26 12:41:26,SA-23/TEMPERATURE,27.98
2024-10-26 12:41:42,SA-23/TEMPERATURE,28.45
2024-10-26 12:41:44,SA-23/TEMPERATURE,27.98
2024-10-26 12:41:52,SA-23/TEMPERATURE,28.45
2024-10-26 12:41:56,SA-23/TEMPERATURE,27.98
2024-10-26 12:41:58,SA-23/TEMPERATURE,28.45
2024-10-26 12:42:02,SA-23/TEMPERATURE,27.98
2024-10-26 12:42:12,SA-23/TEMPERATURE,28.45
2024-10-26 12:42:14,SA-23/TEMPERATURE,27.98
2024-10-26 12:42:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:42:24,SA-23/TEMPERATURE,27.98
2024-10-26 12:42:26,SA-23/TEMPERATURE,28.45
2024-10-26 12:42:28,SA-23/TEMPERATURE,27.98
2024-10-26 12:42:36,SA-23/TEMPERATURE,28.45
2024-10-26 12:42:38,SA-23/TEMPERATURE,27.98
2024-10-26 12:42:44,SA-23/TEMPERATURE,28.45
2024-10-26 12:42:48,SA-23/TEMPERATURE,27.98
2024-10-26 12:42:52,SA-23/TEMPERATURE,28.45
2024-10-26 12:42:56,SA-23/TEMPERATURE,27.98
2024-10-26 12:43:00,SA-23/TEMPERATURE,28.45
2024-10-26 12:43:04,SA-23/TEMPERATURE,27.98
2024-10-26 12:43:06,SA-23/TEMPERATURE,28.45
2024-10-26 12:43:12,SA-23/TEMPERATURE,27.98
2024-10-26 12:43:14,SA-23/TEMPERATURE,28.45
2024-10-26 12:43:20,SA-23/TEMPERATURE,27.98
2024-10-26 12:43:22,SA-23/TEMPERATURE,28.45
2024-10-26 12:43:24,SA-23/TEMPERATURE,27.98
2024-10-26 12:43:26,SA-23/TEMPERATURE,28.45
2024-10-26 12:43:28,SA-23/TEMPERATURE,27.98
2024-10-26 12:43:30,SA-23/TEMPERATURE,28.45
2024-10-26 12:43:34,SA-23/TEMPERATURE,27.98
2024-10-26 12:43:36,SA-23/TEMPERATURE,28.45
2024-10-26 12:43:38,SA-23/TEMPERATURE,27.98
2024-10-26 12:43:40,SA-23/TEMPERATURE,28.45
2024-10-26 12:43:44,SA-23/TEMPERATURE,27.98
2024-10-26 12:43:48,SA-23/TEMPERATURE,28.45
2024-10-26 12:43:52,SA-23/TEMPERATURE,27.98
2024-10-26 12:43:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:44:02,SA-23/TEMPERATURE,27.98
2024-10-26 12:44:10,SA-23/TEMPERATURE,28.45
2024-10-26 12:44:12,SA-23/TEMPERATURE,27.98
2024-10-26 12:44:38,SA-23/TEMPERATURE,28.45
2024-10-26 12:44:50,SA-23/TEMPERATURE,27.98
2024-10-26 12:44:53,SA-23/TEMPERATURE,28.45
2024-10-26 12:44:54,SA-23/TEMPERATURE,27.98
2024-10-26 12:44:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:45:38,SA-23/TEMPERATURE,27.98
2024-10-26 12:45:40,SA-23/TEMPERATURE,28.45
2024-10-26 12:46:06,SA-23/TEMPERATURE,27.98
2024-10-26 12:46:08,SA-23/TEMPERATURE,28.45
2024-10-26 12:46:14,SA-23/TEMPERATURE,27.98
2024-10-26 12:46:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:46:18,SA-23/TEMPERATURE,27.98
2024-10-26 12:46:20,SA-23/TEMPERATURE,28.45
2024-10-26 12:46:28,SA-23/TEMPERATURE,27.98
2024-10-26 12:46:30,SA-23/TEMPERATURE,28.45
2024-10-26 12:46:32,SA-23/TEMPERATURE,27.98
2024-10-26 12:46:34,SA-23/TEMPERATURE,28.45
2024-10-26 12:46:37,SA-23/TEMPERATURE,27.98
2024-10-26 12:46:38,SA-23/TEMPERATURE,28.45
2024-10-26 12:46:40,SA-23/TEMPERATURE,27.98
2024-10-26 12:46:42,SA-23/TEMPERATURE,28.45
2024-10-26 12:46:54,SA-23/TEMPERATURE,27.98
2024-10-26 12:46:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:47:02,SA-23/TEMPERATURE,27.98
2024-10-26 12:47:04,SA-23/TEMPERATURE,28.45
2024-10-26 12:47:14,SA-23/TEMPERATURE,27.98
2024-10-26 12:47:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:47:18,SA-23/TEMPERATURE,27.98
2024-10-26 12:47:20,SA-23/TEMPERATURE,28.45
2024-10-26 12:47:24,SA-23/TEMPERATURE,27.98
2024-10-26 12:47:30,SA-23/TEMPERATURE,28.45
2024-10-26 12:47:56,SA-23/TEMPERATURE,27.98
2024-10-26 12:47:58,SA-23/TEMPERATURE,28.45
2024-10-26 12:48:00,SA-23/TEMPERATURE,27.98
2024-10-26 12:48:02,SA-23/TEMPERATURE,28.45
2024-10-26 12:48:04,SA-23/TEMPERATURE,27.98
2024-10-26 12:48:06,SA-23/TEMPERATURE,28.45
2024-10-26 12:48:08,SA-23/TEMPERATURE,27.98
2024-10-26 12:48:12,SA-23/TEMPERATURE,28.45
2024-10-26 12:48:14,SA-23/TEMPERATURE,27.98
2024-10-26 12:48:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:48:20,SA-23/TEMPERATURE,27.98
2024-10-26 12:48:28,SA-23/TEMPERATURE,28.45
2024-10-26 12:48:30,SA-23/TEMPERATURE,27.98
2024-10-26 12:48:42,SA-23/TEMPERATURE,28.45
2024-10-26 12:48:44,SA-23/TEMPERATURE,27.98
2024-10-26 12:48:48,SA-23/TEMPERATURE,28.45
2024-10-26 12:48:50,SA-23/TEMPERATURE,27.98
2024-10-26 12:48:58,SA-23/TEMPERATURE,28.45
2024-10-26 12:49:04,SA-23/TEMPERATURE,27.98
2024-10-26 12:49:06,SA-23/TEMPERATURE,28.45
2024-10-26 12:49:38,SA-23/TEMPERATURE,27.98
2024-10-26 12:49:40,SA-23/TEMPERATURE,28.45
2024-10-26 12:49:52,SA-23/TEMPERATURE,27.98
2024-10-26 12:49:56,SA-23/TEMPERATURE,28.45
2024-10-26 12:50:06,SA-23/TEMPERATURE,27.98
2024-10-26 12:50:08,SA-23/TEMPERATURE,28.45
2024-10-26 12:50:20,SA-23/TEMPERATURE,27.98
2024-10-26 12:50:24,SA-23/TEMPERATURE,28.45
2024-10-26 12:50:38,SA-23/TEMPERATURE,27.98
2024-10-26 12:50:40,SA-23/TEMPERATURE,28.45
2024-10-26 12:51:30,SA-23/TEMPERATURE,27.98
2024-10-26 12:51:32,SA-23/TEMPERATURE,28.45
2024-10-26 12:51:34,SA-23/TEMPERATURE,27.98
2024-10-26 12:51:36,SA-23/TEMPERATURE,28.45
2024-10-26 12:51:46,SA-23/TEMPERATURE,27.98
2024-10-26 12:51:52,SA-23/TEMPERATURE,28.45
2024-10-26 12:52:22,SA-23/TEMPERATURE,27.98
2024-10-26 12:52:24,SA-23/TEMPERATURE,28.45
2024-10-26 12:52:28,SA-23/TEMPERATURE,27.98
2024-10-26 12:52:34,SA-23/TEMPERATURE,28.45
2024-10-26 12:53:36,SA-23/TEMPERATURE,28.92
2024-10-26 12:53:39,SA-23/TEMPERATURE,28.45
2024-10-26 12:54:10,SA-23/TEMPERATURE,28.92
2024-10-26 12:54:13,SA-23/TEMPERATURE,28.45
2024-10-26 12:54:16,SA-23/TEMPERATURE,28.92
2024-10-26 12:54:18,SA-23/TEMPERATURE,28.45
2024-10-26 12:54:24,SA-23/TEMPERATURE,28.92
2024-10-26 12:54:26,SA-23/TEMPERATURE,28.45
2024-10-26 12:55:08,SA-23/TEMPERATURE,28.92
2024-10-26 12:55:12,SA-23/TEMPERATURE,28.45
2024-10-26 12:55:40,SA-23/TEMPERATURE,28.92
2024-10-26 12:55:44,SA-23/TEMPERATURE,28.45
2024-10-26 12:56:22,SA-23/TEMPERATURE,28.92
2024-10-26 12:56:24,SA-23/TEMPERATURE,28.45
2024-10-26 12:56:34,SA-23/TEMPERATURE,28.92
2024-10-26 12:56:36,SA-23/TEMPERATURE,28.45
2024-10-26 12:56:46,SA-23/TEMPERATURE,28.92
2024-10-26 12:56:52,SA-23/TEMPERATURE,28.45
2024-10-26 12:57:00,SA-23/TEMPERATURE,28.92
2024-10-26 12:57:03,SA-23/TEMPERATURE,28.45
2024-10-26 12:57:06,SA-23/TEMPERATURE,28.92
2024-10-26 12:57:10,SA-23/TEMPERATURE,28.45
2024-10-26 12:57:12,SA-23/TEMPERATURE,28.92
2024-10-26 12:57:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:57:20,SA-23/TEMPERATURE,28.92
2024-10-26 12:57:26,SA-23/TEMPERATURE,28.45
2024-10-26 12:57:28,SA-23/TEMPERATURE,28.92
2024-10-26 12:57:30,SA-23/TEMPERATURE,28.45
2024-10-26 12:57:33,SA-23/TEMPERATURE,28.92
2024-10-26 12:57:38,SA-23/TEMPERATURE,28.45
2024-10-26 12:57:46,SA-23/TEMPERATURE,28.92
2024-10-26 12:57:48,SA-23/TEMPERATURE,28.45
2024-10-26 12:58:00,SA-23/TEMPERATURE,28.92
2024-10-26 12:58:02,SA-23/TEMPERATURE,28.45
2024-10-26 12:58:04,SA-23/TEMPERATURE,28.92
2024-10-26 12:58:06,SA-23/TEMPERATURE,28.45
2024-10-26 12:58:08,SA-23/TEMPERATURE,28.92
2024-10-26 12:58:10,SA-23/TEMPERATURE,28.45
2024-10-26 12:58:12,SA-23/TEMPERATURE,28.92
2024-10-26 12:58:16,SA-23/TEMPERATURE,28.45
2024-10-26 12:58:18,SA-23/TEMPERATURE,28.92
2024-10-26 12:58:24,SA-23/TEMPERATURE,28.45
2024-10-26 12:58:26,SA-23/TEMPERATURE,28.92
2024-10-26 12:58:28,SA-23/TEMPERATURE,28.45
2024-10-26 12:58:30,SA-23/TEMPERATURE,28.92
2024-10-26 12:58:34,SA-23/TEMPERATURE,28.45
2024-10-26 12:58:40,SA-23/TEMPERATURE,28.92
2024-10-26 12:59:20,SA-23/TEMPERATURE,28.45
2024-10-26 12:59:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:00:42,SA-23/TEMPERATURE,28.45
2024-10-26 13:00:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:01:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:01:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:01:22,SA-23/TEMPERATURE,28.45
2024-10-26 13:01:28,SA-23/TEMPERATURE,28.92
2024-10-26 13:01:32,SA-23/TEMPERATURE,28.45
2024-10-26 13:01:36,SA-23/TEMPERATURE,28.92
2024-10-26 13:01:40,SA-23/TEMPERATURE,28.45
2024-10-26 13:01:52,SA-23/TEMPERATURE,28.92
2024-10-26 13:01:54,SA-23/TEMPERATURE,28.45
2024-10-26 13:01:56,SA-23/TEMPERATURE,28.92
2024-10-26 13:01:58,SA-23/TEMPERATURE,28.45
2024-10-26 13:02:00,SA-23/TEMPERATURE,28.92
2024-10-26 13:02:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:02:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:02:14,SA-23/TEMPERATURE,28.45
2024-10-26 13:02:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:02:27,SA-23/TEMPERATURE,28.45
2024-10-26 13:02:28,SA-23/TEMPERATURE,28.92
2024-10-26 13:02:32,SA-23/TEMPERATURE,28.45
2024-10-26 13:02:34,SA-23/TEMPERATURE,28.92
2024-10-26 13:02:36,SA-23/TEMPERATURE,28.45
2024-10-26 13:02:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:02:42,SA-23/TEMPERATURE,28.45
2024-10-26 13:02:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:02:48,SA-23/TEMPERATURE,28.45
2024-10-26 13:02:54,SA-23/TEMPERATURE,28.92
2024-10-26 13:02:56,SA-23/TEMPERATURE,28.45
2024-10-26 13:03:00,SA-23/TEMPERATURE,28.92
2024-10-26 13:03:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:03:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:03:18,SA-23/TEMPERATURE,28.45
2024-10-26 13:03:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:03:24,SA-23/TEMPERATURE,28.45
2024-10-26 13:03:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:03:32,SA-23/TEMPERATURE,28.45
2024-10-26 13:03:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:03:48,SA-23/TEMPERATURE,28.45
2024-10-26 13:03:50,SA-23/TEMPERATURE,28.92
2024-10-26 13:03:52,SA-23/TEMPERATURE,28.45
2024-10-26 13:03:56,SA-23/TEMPERATURE,28.92
2024-10-26 13:04:00,SA-23/TEMPERATURE,28.45
2024-10-26 13:04:04,SA-23/TEMPERATURE,28.92
2024-10-26 13:04:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:04:10,SA-23/TEMPERATURE,28.92
2024-10-26 13:04:12,SA-23/TEMPERATURE,28.45
2024-10-26 13:04:14,SA-23/TEMPERATURE,28.92
2024-10-26 13:04:18,SA-23/TEMPERATURE,28.45
2024-10-26 13:04:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:04:22,SA-23/TEMPERATURE,28.45
2024-10-26 13:04:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:04:32,SA-23/TEMPERATURE,28.45
2024-10-26 13:04:48,SA-23/TEMPERATURE,28.92
2024-10-26 13:04:50,SA-23/TEMPERATURE,28.45
2024-10-26 13:04:54,SA-23/TEMPERATURE,28.92
2024-10-26 13:05:00,SA-23/TEMPERATURE,28.45
2024-10-26 13:05:04,SA-23/TEMPERATURE,28.92
2024-10-26 13:05:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:05:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:05:16,SA-23/TEMPERATURE,28.45
2024-10-26 13:05:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:05:24,SA-23/TEMPERATURE,28.45
2024-10-26 13:05:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:05:28,SA-23/TEMPERATURE,28.45
2024-10-26 13:05:32,SA-23/TEMPERATURE,28.92
2024-10-26 13:05:36,SA-23/TEMPERATURE,28.45
2024-10-26 13:05:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:05:46,SA-23/TEMPERATURE,28.45
2024-10-26 13:05:50,SA-23/TEMPERATURE,28.92
2024-10-26 13:05:52,SA-23/TEMPERATURE,28.45
2024-10-26 13:05:58,SA-23/TEMPERATURE,28.92
2024-10-26 13:06:02,SA-23/TEMPERATURE,28.45
2024-10-26 13:06:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:06:10,SA-23/TEMPERATURE,28.45
2024-10-26 13:06:12,SA-23/TEMPERATURE,28.92
2024-10-26 13:06:14,SA-23/TEMPERATURE,28.45
2024-10-26 13:06:28,SA-23/TEMPERATURE,28.92
2024-10-26 13:06:32,SA-23/TEMPERATURE,28.45
2024-10-26 13:06:50,SA-23/TEMPERATURE,28.92
2024-10-26 13:06:52,SA-23/TEMPERATURE,28.45
2024-10-26 13:07:02,SA-23/TEMPERATURE,28.92
2024-10-26 13:07:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:07:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:07:10,SA-23/TEMPERATURE,28.45
2024-10-26 13:07:13,SA-23/TEMPERATURE,28.92
2024-10-26 13:07:14,SA-23/TEMPERATURE,28.45
2024-10-26 13:07:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:07:22,SA-23/TEMPERATURE,28.45
2024-10-26 13:07:32,SA-23/TEMPERATURE,28.92
2024-10-26 13:07:36,SA-23/TEMPERATURE,28.45
2024-10-26 13:07:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:07:40,SA-23/TEMPERATURE,28.45
2024-10-26 13:07:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:07:46,SA-23/TEMPERATURE,28.45
2024-10-26 13:07:48,SA-23/TEMPERATURE,28.92
2024-10-26 13:07:52,SA-23/TEMPERATURE,28.45
2024-10-26 13:07:54,SA-23/TEMPERATURE,28.92
2024-10-26 13:07:58,SA-23/TEMPERATURE,28.45
2024-10-26 13:08:02,SA-23/TEMPERATURE,28.92
2024-10-26 13:08:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:08:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:08:10,SA-23/TEMPERATURE,28.45
2024-10-26 13:08:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:08:24,SA-23/TEMPERATURE,28.45
2024-10-26 13:08:48,SA-23/TEMPERATURE,28.92
2024-10-26 13:08:50,SA-23/TEMPERATURE,28.45
2024-10-26 13:08:52,SA-23/TEMPERATURE,28.92
2024-10-26 13:08:54,SA-23/TEMPERATURE,28.45
2024-10-26 13:08:56,SA-23/TEMPERATURE,28.92
2024-10-26 13:08:58,SA-23/TEMPERATURE,28.45
2024-10-26 13:09:04,SA-23/TEMPERATURE,28.92
2024-10-26 13:09:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:09:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:09:10,SA-23/TEMPERATURE,28.45
2024-10-26 13:09:12,SA-23/TEMPERATURE,28.92
2024-10-26 13:09:14,SA-23/TEMPERATURE,28.45
2024-10-26 13:09:16,SA-23/TEMPERATURE,28.92
2024-10-26 13:09:22,SA-23/TEMPERATURE,28.45
2024-10-26 13:09:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:09:43,SA-23/TEMPERATURE,28.45
2024-10-26 13:09:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:10:04,SA-23/TEMPERATURE,28.45
2024-10-26 13:10:06,SA-23/TEMPERATURE,28.92
2024-10-26 13:10:16,SA-23/TEMPERATURE,28.45
2024-10-26 13:10:18,SA-23/TEMPERATURE,28.92
2024-10-26 13:10:22,SA-23/TEMPERATURE,28.45
2024-10-26 13:10:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:10:40,SA-23/TEMPERATURE,28.45
2024-10-26 13:10:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:10:52,SA-23/TEMPERATURE,28.45
2024-10-26 13:10:54,SA-23/TEMPERATURE,28.92
2024-10-26 13:10:56,SA-23/TEMPERATURE,28.45
2024-10-26 13:10:58,SA-23/TEMPERATURE,28.92
2024-10-26 13:11:16,SA-23/TEMPERATURE,28.45
2024-10-26 13:11:19,SA-23/TEMPERATURE,28.92
2024-10-26 13:11:28,SA-23/TEMPERATURE,28.45
2024-10-26 13:11:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:11:46,SA-23/TEMPERATURE,28.45
2024-10-26 13:11:48,SA-23/TEMPERATURE,28.92
2024-10-26 13:12:26,SA-23/TEMPERATURE,28.45
2024-10-26 13:12:28,SA-23/TEMPERATURE,28.92
2024-10-26 13:13:10,SA-23/TEMPERATURE,28.45
2024-10-26 13:13:12,SA-23/TEMPERATURE,28.92
2024-10-26 13:14:00,SA-23/TEMPERATURE,28.45
2024-10-26 13:14:02,SA-23/TEMPERATURE,28.92
2024-10-26 13:14:08,SA-23/TEMPERATURE,28.45
2024-10-26 13:14:10,SA-23/TEMPERATURE,28.92
2024-10-26 13:14:13,SA-23/TEMPERATURE,28.45
2024-10-26 13:14:14,SA-23/TEMPERATURE,28.92
2024-10-26 13:14:16,SA-23/TEMPERATURE,28.45
2024-10-26 13:14:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:14:40,SA-23/TEMPERATURE,28.45
2024-10-26 13:14:42,SA-23/TEMPERATURE,28.92
2024-10-26 13:14:44,SA-23/TEMPERATURE,28.45
2024-10-26 13:14:50,SA-23/TEMPERATURE,28.92
2024-10-26 13:14:54,SA-23/TEMPERATURE,28.45
2024-10-26 13:14:56,SA-23/TEMPERATURE,28.92
2024-10-26 13:14:58,SA-23/TEMPERATURE,28.45
2024-10-26 13:15:00,SA-23/TEMPERATURE,28.92
2024-10-26 13:15:04,SA-23/TEMPERATURE,28.45
2024-10-26 13:15:06,SA-23/TEMPERATURE,28.92
2024-10-26 13:15:19,SA-23/TEMPERATURE,28.45
2024-10-26 13:15:24,SA-23/TEMPERATURE,28.92
2024-10-26 13:15:26,SA-23/TEMPERATURE,28.45
2024-10-26 13:15:28,SA-23/TEMPERATURE,28.92
2024-10-26 13:15:30,SA-23/TEMPERATURE,28.45
2024-10-26 13:15:34,SA-23/TEMPERATURE,28.92
2024-10-26 13:15:36,SA-23/TEMPERATURE,28.45
2024-10-26 13:15:40,SA-23/TEMPERATURE,28.92
2024-10-26 13:15:48,SA-23/TEMPERATURE,28.45
2024-10-26 13:15:52,SA-23/TEMPERATURE,28.92
2024-10-26 13:16:02,SA-23/TEMPERATURE,28.45
2024-10-26 13:16:04,SA-23/TEMPERATURE,28.92
2024-10-26 13:16:10,SA-23/TEMPERATURE,28.45
2024-10-26 13:16:12,SA-23/TEMPERATURE,28.92
2024-10-26 13:16:15,SA-23/TEMPERATURE,28.45
2024-10-26 13:16:16,SA-23/TEMPERATURE,28.92
2024-10-26 13:16:40,SA-23/TEMPERATURE,28.45
2024-10-26 13:16:42,SA-23/TEMPERATURE,28.92
2024-10-26 13:17:02,SA-23/TEMPERATURE,28.45
2024-10-26 13:17:04,SA-23/TEMPERATURE,28.92
2024-10-26 13:17:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:17:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:17:10,SA-23/TEMPERATURE,28.45
2024-10-26 13:17:14,SA-23/TEMPERATURE,28.92
2024-10-26 13:17:18,SA-23/TEMPERATURE,28.45
2024-10-26 13:17:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:17:22,SA-23/TEMPERATURE,28.45
2024-10-26 13:17:24,SA-23/TEMPERATURE,28.92
2024-10-26 13:17:34,SA-23/TEMPERATURE,28.45
2024-10-26 13:17:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:18:00,SA-23/TEMPERATURE,28.45
2024-10-26 13:18:02,SA-23/TEMPERATURE,28.92
2024-10-26 13:18:04,SA-23/TEMPERATURE,28.45
2024-10-26 13:18:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:18:28,SA-23/TEMPERATURE,28.45
2024-10-26 13:18:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:19:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:19:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:19:18,SA-23/TEMPERATURE,28.45
2024-10-26 13:19:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:19:32,SA-23/TEMPERATURE,28.45
2024-10-26 13:19:34,SA-23/TEMPERATURE,28.92
2024-10-26 13:20:32,SA-23/TEMPERATURE,29.39
2024-10-26 13:20:34,SA-23/TEMPERATURE,28.92
2024-10-26 13:21:26,SA-23/TEMPERATURE,29.39
2024-10-26 13:21:28,SA-23/TEMPERATURE,28.45
2024-10-26 13:21:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:22:16,SA-23/TEMPERATURE,28.45
2024-10-26 13:22:18,SA-23/TEMPERATURE,28.92
2024-10-26 13:22:20,SA-23/TEMPERATURE,28.45
2024-10-26 13:22:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:23:02,SA-23/TEMPERATURE,28.45
2024-10-26 13:23:04,SA-23/TEMPERATURE,28.92
2024-10-26 13:24:20,SA-23/TEMPERATURE,28.45
2024-10-26 13:24:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:25:46,SA-23/TEMPERATURE,28.45
2024-10-26 13:25:50,SA-23/TEMPERATURE,28.92
2024-10-26 13:26:00,SA-23/TEMPERATURE,28.45
2024-10-26 13:26:12,SA-23/TEMPERATURE,28.92
2024-10-26 13:26:14,SA-23/TEMPERATURE,28.45
2024-10-26 13:26:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:26:34,SA-23/TEMPERATURE,28.45
2024-10-26 13:26:54,SA-23/TEMPERATURE,28.92
2024-10-26 13:26:56,SA-23/TEMPERATURE,28.45
2024-10-26 13:26:58,SA-23/TEMPERATURE,28.92
2024-10-26 13:27:00,SA-23/TEMPERATURE,28.45
2024-10-26 13:27:04,SA-23/TEMPERATURE,28.92
2024-10-26 13:27:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:27:16,SA-23/TEMPERATURE,28.92
2024-10-26 13:27:18,SA-23/TEMPERATURE,28.45
2024-10-26 13:27:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:27:32,SA-23/TEMPERATURE,28.45
2024-10-26 13:27:34,SA-23/TEMPERATURE,28.92
2024-10-26 13:27:36,SA-23/TEMPERATURE,28.45
2024-10-26 13:27:42,SA-23/TEMPERATURE,28.92
2024-10-26 13:27:44,SA-23/TEMPERATURE,28.45
2024-10-26 13:27:46,SA-23/TEMPERATURE,28.92
2024-10-26 13:27:50,SA-23/TEMPERATURE,28.45
2024-10-26 13:27:54,SA-23/TEMPERATURE,28.92
2024-10-26 13:27:56,SA-23/TEMPERATURE,28.45
2024-10-26 13:28:00,SA-23/TEMPERATURE,28.92
2024-10-26 13:28:04,SA-23/TEMPERATURE,28.45
2024-10-26 13:28:06,SA-23/TEMPERATURE,28.92
2024-10-26 13:28:14,SA-23/TEMPERATURE,28.45
2024-10-26 13:28:16,SA-23/TEMPERATURE,28.92
2024-10-26 13:28:24,SA-23/TEMPERATURE,28.45
2024-10-26 13:28:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:28:34,SA-23/TEMPERATURE,28.45
2024-10-26 13:28:36,SA-23/TEMPERATURE,28.92
2024-10-26 13:28:44,SA-23/TEMPERATURE,28.45
2024-10-26 13:28:50,SA-23/TEMPERATURE,28.92
2024-10-26 13:29:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:29:10,SA-23/TEMPERATURE,28.92
2024-10-26 13:29:12,SA-23/TEMPERATURE,28.45
2024-10-26 13:29:16,SA-23/TEMPERATURE,28.92
2024-10-26 13:29:26,SA-23/TEMPERATURE,28.45
2024-10-26 13:29:28,SA-23/TEMPERATURE,28.92
2024-10-26 13:29:30,SA-23/TEMPERATURE,28.45
2024-10-26 13:29:32,SA-23/TEMPERATURE,28.92
2024-10-26 13:29:36,SA-23/TEMPERATURE,28.45
2024-10-26 13:29:42,SA-23/TEMPERATURE,28.92
2024-10-26 13:29:48,SA-23/TEMPERATURE,28.45
2024-10-26 13:29:54,SA-23/TEMPERATURE,28.92
2024-10-26 13:29:58,SA-23/TEMPERATURE,28.45
2024-10-26 13:30:16,SA-23/TEMPERATURE,28.92
2024-10-26 13:30:20,SA-23/TEMPERATURE,28.45
2024-10-26 13:30:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:30:24,SA-23/TEMPERATURE,28.45
2024-10-26 13:30:28,SA-23/TEMPERATURE,28.92
2024-10-26 13:30:30,SA-23/TEMPERATURE,28.45
2024-10-26 13:30:32,SA-23/TEMPERATURE,28.92
2024-10-26 13:30:34,SA-23/TEMPERATURE,28.45
