時間,設備,值
2024-10-19 14:59:12,SA-23/LINE_LEVEL,9890
2024-10-19 14:59:14,SA-23/TEMPERATURE,28.92
2024-10-19 14:59:14,SA-23/LINE_LEVEL,9826
2024-10-19 14:59:16,SA-23/LINE_LEVEL,10066
2024-10-19 14:59:18,SA-23/LINE_LEVEL,9890
2024-10-19 14:59:22,SA-23/LINE_LEVEL,9810
2024-10-19 14:59:24,SA-23/LINE_LEVEL,9794
2024-10-19 14:59:26,SA-23/TEMPERATURE,29.39
2024-10-19 14:59:26,SA-23/LINE_LEVEL,9762
2024-10-19 14:59:28,SA-23/TEMPERATURE,28.92
2024-10-19 14:59:28,SA-23/LINE_LEVEL,9746
2024-10-19 14:59:30,SA-23/LINE_LEVEL,9778
2024-10-19 14:59:32,SA-23/LINE_LEVEL,9730
2024-10-19 14:59:34,SA-23/LINE_LEVEL,9762
2024-10-19 14:59:40,SA-23/TEMPERATURE,29.39
2024-10-19 14:59:42,SA-23/TEMPERATURE,28.92
2024-10-19 14:59:42,SA-23/LINE_LEVEL,9986
2024-10-19 14:59:44,SA-23/LINE_LEVEL,9906
2024-10-19 14:59:46,SA-23/LINE_LEVEL,9954
2024-10-19 14:59:48,SA-23/LINE_LEVEL,10002
2024-10-19 14:59:50,SA-23/LINE_LEVEL,10034
2024-10-19 14:59:52,SA-23/LINE_LEVEL,10050
2024-10-19 14:59:59,SA-23/TEMPERATURE,29.85
2024-10-19 14:59:59,SA-23/LINE_LEVEL,1
2024-10-19 15:00:01,SA-23/TEMPERATURE,29.39
2024-10-19 15:00:03,SA-23/TEMPERATURE,28.92
2024-10-19 15:00:09,SA-23/TEMPERATURE,29.39
2024-10-19 15:00:09,SA-23/LINE_LEVEL,0
2024-10-19 15:00:11,SA-23/TEMPERATURE,28.92
2024-10-19 15:00:11,SA-23/LINE_LEVEL,1
2024-10-19 15:00:13,SA-23/TEMPERATURE,29.39
2024-10-19 15:00:15,SA-23/TEMPERATURE,28.92
2024-10-19 15:00:45,SA-23/TEMPERATURE,29.39
2024-10-19 15:00:47,SA-23/TEMPERATURE,29.85
2024-10-19 15:00:49,SA-23/TEMPERATURE,28.92
2024-10-19 15:00:51,SA-23/TEMPERATURE,29.85
2024-10-19 15:00:53,SA-23/TEMPERATURE,28.92
2024-10-19 15:01:05,SA-23/TEMPERATURE,29.39
2024-10-19 15:01:07,SA-23/TEMPERATURE,28.92
2024-10-19 15:01:39,SA-23/TEMPERATURE,29.39
2024-10-19 15:01:41,SA-23/TEMPERATURE,28.92
2024-10-19 15:02:41,SA-23/TEMPERATURE,29.85
2024-10-19 15:02:43,SA-23/TEMPERATURE,28.92
2024-10-19 15:03:39,SA-23/TEMPERATURE,28.45
2024-10-19 15:03:41,SA-23/TEMPERATURE,28.92
2024-10-19 15:05:27,SA-23/TEMPERATURE,28.45
2024-10-19 15:05:29,SA-23/TEMPERATURE,28.92
2024-10-19 15:05:47,SA-23/TEMPERATURE,28.45
2024-10-19 15:05:49,SA-23/TEMPERATURE,28.92
2024-10-19 15:05:57,SA-23/TEMPERATURE,28.45
2024-10-19 15:06:03,SA-23/TEMPERATURE,28.92
2024-10-19 15:06:05,SA-23/TEMPERATURE,28.45
2024-10-19 15:06:07,SA-23/TEMPERATURE,28.92
2024-10-19 15:06:09,SA-23/TEMPERATURE,28.45
2024-10-19 15:06:11,SA-23/TEMPERATURE,28.92
2024-10-19 15:06:13,SA-23/TEMPERATURE,28.45
2024-10-19 15:06:15,SA-23/TEMPERATURE,28.92
2024-10-19 15:06:17,SA-23/TEMPERATURE,28.45
2024-10-19 15:06:21,SA-23/TEMPERATURE,28.92
2024-10-19 15:06:25,SA-23/TEMPERATURE,28.45
2024-10-19 15:06:27,SA-23/TEMPERATURE,28.92
2024-10-19 15:06:33,SA-23/TEMPERATURE,28.45
2024-10-19 15:06:37,SA-23/TEMPERATURE,28.92
2024-10-19 15:06:41,SA-23/TEMPERATURE,28.45
2024-10-19 15:06:43,SA-23/TEMPERATURE,28.92
2024-10-19 15:06:45,SA-23/TEMPERATURE,28.45
2024-10-19 15:06:47,SA-23/TEMPERATURE,28.92
2024-10-19 15:06:53,SA-23/TEMPERATURE,28.45
2024-10-19 15:06:55,SA-23/TEMPERATURE,28.92
2024-10-19 15:07:07,SA-23/TEMPERATURE,28.45
2024-10-19 15:07:11,SA-23/TEMPERATURE,28.92
2024-10-19 15:07:13,SA-23/TEMPERATURE,28.45
2024-10-19 15:07:15,SA-23/TEMPERATURE,28.92
2024-10-19 15:07:17,SA-23/TEMPERATURE,28.45
2024-10-19 15:07:19,SA-23/TEMPERATURE,28.92
2024-10-19 15:07:21,SA-23/TEMPERATURE,28.45
2024-10-19 15:07:23,SA-23/TEMPERATURE,28.92
2024-10-19 15:07:33,SA-23/TEMPERATURE,28.45
2024-10-19 15:07:35,SA-23/TEMPERATURE,28.92
2024-10-19 15:07:57,SA-23/TEMPERATURE,28.45
2024-10-19 15:07:59,SA-23/TEMPERATURE,28.92
2024-10-19 15:08:25,SA-23/TEMPERATURE,28.45
2024-10-19 15:08:29,SA-23/TEMPERATURE,28.92
2024-10-19 15:09:17,SA-23/TEMPERATURE,28.45
2024-10-19 15:09:19,SA-23/TEMPERATURE,28.92
2024-10-19 15:09:25,SA-23/TEMPERATURE,28.45
2024-10-19 15:09:27,SA-23/TEMPERATURE,28.92
2024-10-19 15:09:31,SA-23/TEMPERATURE,28.45
2024-10-19 15:09:33,SA-23/TEMPERATURE,28.92
2024-10-19 15:09:35,SA-23/TEMPERATURE,28.45
2024-10-19 15:09:43,SA-23/TEMPERATURE,28.92
2024-10-19 15:09:45,SA-23/TEMPERATURE,28.45
2024-10-19 15:09:47,SA-23/TEMPERATURE,28.92
2024-10-19 15:09:49,SA-23/TEMPERATURE,28.45
2024-10-19 15:09:53,SA-23/TEMPERATURE,28.92
2024-10-19 15:09:57,SA-23/TEMPERATURE,28.45
2024-10-19 15:09:59,SA-23/TEMPERATURE,28.92
2024-10-19 15:10:01,SA-23/TEMPERATURE,28.45
2024-10-19 15:10:03,SA-23/TEMPERATURE,28.92
2024-10-19 15:10:07,SA-23/TEMPERATURE,28.45
2024-10-19 15:10:11,SA-23/TEMPERATURE,28.92
2024-10-19 15:10:19,SA-23/TEMPERATURE,28.45
2024-10-19 15:10:23,SA-23/TEMPERATURE,28.92
2024-10-19 15:10:31,SA-23/TEMPERATURE,28.45
2024-10-19 15:10:35,SA-23/TEMPERATURE,28.92
2024-10-19 15:10:37,SA-23/TEMPERATURE,28.45
2024-10-19 15:10:41,SA-23/TEMPERATURE,28.92
2024-10-19 15:10:45,SA-23/TEMPERATURE,28.45
2024-10-19 15:10:47,SA-23/TEMPERATURE,28.92
2024-10-19 15:10:51,SA-23/TEMPERATURE,28.45
2024-10-19 15:10:53,SA-23/TEMPERATURE,28.92
2024-10-19 15:10:55,SA-23/TEMPERATURE,28.45
2024-10-19 15:11:01,SA-23/TEMPERATURE,28.92
2024-10-19 15:11:03,SA-23/TEMPERATURE,28.45
2024-10-19 15:11:07,SA-23/TEMPERATURE,28.92
2024-10-19 15:11:09,SA-23/TEMPERATURE,28.45
2024-10-19 15:11:11,SA-23/TEMPERATURE,28.92
2024-10-19 15:11:13,SA-23/TEMPERATURE,28.45
2024-10-19 15:11:17,SA-23/TEMPERATURE,28.92
2024-10-19 15:11:19,SA-23/TEMPERATURE,28.45
2024-10-19 15:11:21,SA-23/TEMPERATURE,28.92
2024-10-19 15:11:23,SA-23/TEMPERATURE,28.45
2024-10-19 15:11:25,SA-23/TEMPERATURE,28.92
2024-10-19 15:11:27,SA-23/TEMPERATURE,28.45
2024-10-19 15:11:33,SA-23/TEMPERATURE,28.92
2024-10-19 15:11:35,SA-23/TEMPERATURE,28.45
2024-10-19 15:11:45,SA-23/TEMPERATURE,28.92
2024-10-19 15:11:47,SA-23/TEMPERATURE,28.45
2024-10-19 15:11:51,SA-23/TEMPERATURE,28.92
2024-10-19 15:11:53,SA-23/TEMPERATURE,28.45
2024-10-19 15:11:55,SA-23/TEMPERATURE,28.92
2024-10-19 15:11:59,SA-23/TEMPERATURE,28.45
2024-10-19 15:12:01,SA-23/TEMPERATURE,28.92
2024-10-19 15:12:03,SA-23/TEMPERATURE,28.45
2024-10-19 15:12:05,SA-23/TEMPERATURE,28.92
2024-10-19 15:12:19,SA-23/TEMPERATURE,28.45
2024-10-19 15:12:21,SA-23/TEMPERATURE,28.92
2024-10-19 15:12:23,SA-23/TEMPERATURE,28.45
2024-10-19 15:12:27,SA-23/TEMPERATURE,28.92
2024-10-19 15:12:35,SA-23/TEMPERATURE,28.45
2024-10-19 15:12:37,SA-23/TEMPERATURE,28.92
2024-10-19 15:12:49,SA-23/TEMPERATURE,28.45
2024-10-19 15:12:51,SA-23/TEMPERATURE,28.92
2024-10-19 15:13:17,SA-23/TEMPERATURE,28.45
2024-10-19 15:13:19,SA-23/TEMPERATURE,28.92
2024-10-19 15:13:53,SA-23/TEMPERATURE,29.39
2024-10-19 15:13:55,SA-23/TEMPERATURE,28.45
2024-10-19 15:13:57,SA-23/TEMPERATURE,28.92
2024-10-19 15:14:01,SA-23/TEMPERATURE,28.45
2024-10-19 15:14:03,SA-23/TEMPERATURE,28.92
2024-10-19 15:14:43,SA-23/TEMPERATURE,28.45
2024-10-19 15:14:45,SA-23/TEMPERATURE,28.92
2024-10-19 15:14:47,SA-23/TEMPERATURE,29.85
2024-10-19 15:14:49,SA-23/TEMPERATURE,28.92
2024-10-19 15:15:21,SA-23/TEMPERATURE,28.45
2024-10-19 15:15:23,SA-23/TEMPERATURE,28.92
2024-10-19 15:16:59,SA-23/TEMPERATURE,29.39
2024-10-19 15:17:01,SA-23/TEMPERATURE,28.92
2024-10-19 15:17:09,SA-23/TEMPERATURE,29.39
2024-10-19 15:17:11,SA-23/TEMPERATURE,28.92
2024-10-19 15:17:27,SA-23/TEMPERATURE,29.85
2024-10-19 15:17:29,SA-23/TEMPERATURE,28.92
2024-10-19 15:17:51,SA-23/TEMPERATURE,29.39
2024-10-19 15:17:53,SA-23/TEMPERATURE,28.92
2024-10-19 15:17:55,SA-23/TEMPERATURE,29.39
2024-10-19 15:17:59,SA-23/TEMPERATURE,28.92
2024-10-19 15:18:13,SA-23/TEMPERATURE,29.39
2024-10-19 15:18:15,SA-23/TEMPERATURE,28.92
2024-10-19 15:18:27,SA-23/TEMPERATURE,29.39
2024-10-19 15:18:29,SA-23/TEMPERATURE,28.92
2024-10-19 15:18:35,SA-23/TEMPERATURE,29.85
2024-10-19 15:18:37,SA-23/TEMPERATURE,28.92
2024-10-19 15:18:41,SA-23/TEMPERATURE,29.39
2024-10-19 15:18:43,SA-23/TEMPERATURE,28.92
2024-10-19 15:18:45,SA-23/TEMPERATURE,29.85
2024-10-19 15:18:47,SA-23/TEMPERATURE,28.92
2024-10-19 15:18:59,SA-23/TEMPERATURE,29.85
2024-10-19 15:19:01,SA-23/TEMPERATURE,28.92
2024-10-19 15:19:03,SA-23/TEMPERATURE,29.39
2024-10-19 15:19:05,SA-23/TEMPERATURE,28.92
2024-10-19 15:19:07,SA-23/TEMPERATURE,29.39
2024-10-19 15:19:09,SA-23/TEMPERATURE,28.92
2024-10-19 15:19:11,SA-23/TEMPERATURE,29.85
2024-10-19 15:19:13,SA-23/TEMPERATURE,29.39
2024-10-19 15:19:15,SA-23/TEMPERATURE,28.92
2024-10-19 15:19:17,SA-23/TEMPERATURE,29.39
2024-10-19 15:19:21,SA-23/TEMPERATURE,29.85
2024-10-19 15:19:23,SA-23/TEMPERATURE,29.39
2024-10-19 15:19:25,SA-23/TEMPERATURE,29.85
2024-10-19 15:19:33,SA-23/TEMPERATURE,29.39
2024-10-19 15:19:35,SA-23/TEMPERATURE,28.92
2024-10-19 15:19:37,SA-23/TEMPERATURE,29.85
2024-10-19 15:19:39,SA-23/TEMPERATURE,28.92
2024-10-19 15:19:43,SA-23/TEMPERATURE,29.39
2024-10-19 15:19:45,SA-23/TEMPERATURE,29.85
2024-10-19 15:19:49,SA-23/TEMPERATURE,28.92
2024-10-19 15:19:53,SA-23/TEMPERATURE,29.85
2024-10-19 15:19:55,SA-23/TEMPERATURE,28.92
2024-10-19 15:19:57,SA-23/TEMPERATURE,29.85
2024-10-19 15:19:59,SA-23/TEMPERATURE,28.92
2024-10-19 15:20:03,SA-23/TEMPERATURE,29.39
2024-10-19 15:20:05,SA-23/TEMPERATURE,29.85
2024-10-19 15:20:11,SA-23/TEMPERATURE,28.92
2024-10-19 15:20:17,SA-23/TEMPERATURE,29.39
2024-10-19 15:20:19,SA-23/TEMPERATURE,28.92
2024-10-19 15:20:23,SA-23/TEMPERATURE,29.85
2024-10-19 15:20:25,SA-23/TEMPERATURE,28.92
2024-10-19 15:20:27,SA-23/TEMPERATURE,29.39
2024-10-19 15:20:33,SA-23/TEMPERATURE,29.85
2024-10-19 15:20:39,SA-23/TEMPERATURE,29.39
2024-10-19 15:20:41,SA-23/TEMPERATURE,28.92
2024-10-19 15:20:43,SA-23/TEMPERATURE,29.85
2024-10-19 15:20:55,SA-23/TEMPERATURE,29.39
2024-10-19 15:20:57,SA-23/TEMPERATURE,29.85
2024-10-19 15:21:01,SA-23/TEMPERATURE,29.39
2024-10-19 15:21:05,SA-23/TEMPERATURE,29.85
2024-10-19 15:21:17,SA-23/TEMPERATURE,29.39
